[2018-05-08 09:46:01] [INFO] 启动谷歌
[2018-05-08 09:46:03] [INFO] 打开网址http://www.jd.com
[2018-05-08 09:46:03] [INFO] 找到元素
[2018-05-08 09:46:08] [INFO] 点击成功
[2018-05-08 09:46:08] [INFO] 找到元素
[2018-05-08 09:46:08] [INFO] 点击成功
[2018-05-08 09:46:08] [INFO] 找到元素
[2018-05-08 09:46:08] [INFO] 输入内容成功
[2018-05-08 09:46:08] [INFO] 找到元素
[2018-05-08 09:46:08] [INFO] 输入内容成功
[2018-05-08 09:46:08] [INFO] 找到元素
[2018-05-08 09:46:08] [INFO] 点击成功
